Feature	Gain	Cover	Frequency
ctrx_quarter	0.187606397672169	0.045593801898938	0.0330106553381155
cpayroll_trx	0.0875555992106846	0.0361720928547269	0.00961069712375514
mpasivos_margen	0.0757741832176157	0.028095653619886	0.0280660213106762
mpayroll	0.0623374926371202	0.0642289974243326	0.0231910300160178
mcaja_ahorro	0.0493678428011817	0.0181579234488288	0.0236785291454837
mtarjeta_visa_consumo	0.046450285132409	0.025112237582551	0.026046382060032
mcuentas_saldo	0.0320216726285941	0.0344299162240842	0.0337070826659238
mprestamos_personales	0.0291398773991642	0.0352398409307407	0.0149731875478794
ctarjeta_visa_trx	0.0258864308165067	0.0137642029301755	0.0167838986001811
mrentabilidad_annual	0.0232562117060243	0.0213165452864057	0.0272999512500871
mactivos_margen	0.022447676354783	0.0242800529982836	0.0234696009471412
Visa_msaldototal	0.0215851120418041	0.0204914861275812	0.0224249599554287
Visa_msaldopesos	0.0203859764754039	0.026432924269749	0.0262553102583745
ctarjeta_visa_trx2	0.0181367395000782	0.013243870961376	0.0156696148756877
Master_fechaalta	0.0162513660025678	0.0319585885801995	0.0354481509854447
cliente_edad	0.0130944229219627	0.027132160223562	0.0329410126053346
chomebanking_trx	0.0129127264996043	0.0194843767970266	0.0236785291454837
Master_Fvencimiento	0.0112130583438712	0.0189703493334856	0.0240267428093878
mcaja_ahorro_dolares	0.0101952196821056	0.0287816193786985	0.0279963785778954
Visa_fechaalta	0.0099282601443715	0.00934588109161194	0.0175499686607703
mcuenta_corriente	0.00963658918927147	0.0111022297162754	0.0163660422034961
numero_de_cliente	0.00950069156366049	0.0102498274450036	0.0188035378508253
mcomisiones_otras	0.00945779982826707	0.00969573058418622	0.0142071174872902
Visa_Fvencimiento	0.00928749839247445	0.00975027527111799	0.0188731805836061
mrentabilidad	0.00871658230634643	0.0105431871146427	0.0165053276690577
Visa_mpagospesos	0.00849639305011378	0.0110375306914963	0.014694616616756
cliente_antiguedad	0.00845847323993481	0.0081235289150735	0.0157392576084686
Visa_mpagominimo	0.00831848782606308	0.0127073915329888	0.0179678250574553
ccomisiones_otras	0.00794502607021341	0.015203472144601	0.0150428302806602
mcomisiones	0.00785294405405074	0.00852408337184514	0.0149731875478794
Master_mfinanciacion_limite	0.00690834939737676	0.00861794730485029	0.0164356849362769
Visa_mfinanciacion_limite	0.00658586501219729	0.00975064124785044	0.0153910439445644
mtransferencias_recibidas	0.00594640894049082	0.00861780172294566	0.0135106901594819
Visa_mconsumospesos	0.00576088877348538	0.00884022256561579	0.015112473013441
cproductos	0.00530239677690451	0.00931034090914605	0.0095410543909743
ctarjeta_debito_trx	0.00520942149619831	0.0222755094679192	0.0250017410683195
ccaja_ahorro	0.0047782445272691	0.0220968076799954	0.00696427327808343
Visa_mlimitecompra	0.00469125065672244	0.00941261017517224	0.0111428372449335
mpagomiscuentas	0.00466149467139854	0.0137414294719566	0.00891426979594679
Master_mpagospesos	0.00465687125174732	0.0157591077252714	0.00891426979594679
ctransferencias_recibidas	0.00464178899447194	0.014438113698497	0.00800891426979595
mtransferencias_emitidas	0.00457431171898655	0.00560379933184376	0.0103767671843443
Master_mlimitecompra	0.00431317353589843	0.00654138723702853	0.0100285535204401
cprestamos_personales	0.00418715806877963	0.00173607432247395	0.00208928198342503
Master_msaldopesos	0.00418109590871852	0.00823673704365532	0.00738212967476844
mcomisiones_mantenimiento	0.00393918451293544	0.00495966815090114	0.00752141514033011
mtarjeta_visa_debitos_automaticos	0.00384798508294323	0.00718692570971583	0.0101678389860018
mautoservicio	0.00352884493760074	0.013702767366425	0.0189428233163869
thomebanking	0.00283588321466139	0.00345645815078306	0.00389999303572672
ccaja_seguridad	0.00282591958467386	0.0104532579370041	0.00355177937182255
Visa_mconsumototal	0.00278991697440628	0.00378082878807755	0.00682498781252176
ctarjeta_debito	0.00274049554513386	0.00835792993531149	0.00835712793370012
mcuenta_debitos_automaticos	0.00266007612812199	0.00543402454543264	0.00738212967476844
Visa_cconsumos	0.002602877615053	0.00413939095324928	0.00842677066648095
ccallcenter_trx	0.00240194364860773	0.0119844702120821	0.00452677763075423
mplazo_fijo_dolares	0.00190552063390993	0.0129807114490624	0.00306428024235671
Visa_mpagado	0.00165610457697903	0.00736746546918541	0.00647677414861759
ccuenta_debitos_automaticos	0.00145866966652247	0.00362210002867964	0.0044571348979734
ccomisiones_mantenimiento	0.00143927333110546	0.00131372908533963	0.00285535204401421
Master_cconsumos	0.00142453729093211	0.00274522584363501	0.00327320844069921
Master_msaldototal	0.00139498116517653	0.00238325665750094	0.00320356570791838
mtarjeta_visa_descuentos	0.00137785546287605	0.0150898818635196	0.00905355526150846
cextraccion_autoservicio	0.00134458829917895	0.00359594179117829	0.00605891775193259
ctransferencias_emitidas	0.00123427829086288	0.00260476761326717	0.00438749216519256
cpagomiscuentas	0.00118986571339852	0.00297218601097008	0.00369106483738422
ctarjeta_visa_debitos_automaticos	0.00116888327003172	0.00259578601854034	0.00369106483738422
Visa_mconsumosdolares	0.00114890894522931	0.0022905270501693	0.00306428024235671
Master_fultimo_cierre	0.00112476254859372	0.00287971319394243	0.00403927850128839
tcuentas	0.00110710463855112	0.0086416003204096	0.0020196392506442
mextraccion_autoservicio	0.00108349824266569	0.00510965390813814	0.0103071244515635
tcallcenter	0.00100296790930264	0.00410053878245324	0.0022285674489867
cseguro_accidentes_personales	0.000844205281413312	0.00231066385833781	0.00167142558674002
Visa_fultimo_cierre	0.000839428005331102	0.00198555317969482	0.00250713838011004
