Feature	Gain	Cover	Frequency
mpasivos_margen	0.150211738864949	0.0335165442063836	0.0347123157394199
cpayroll_trx	0.0816934798044509	0.0268556876862084	0.00665715644317642
ctrx_quarter	0.0750094853898466	0.0444234590197769	0.0351878269139325
mpayroll	0.0620528989543919	0.051424332025508	0.0147408464098906
Visa_msaldototal	0.0504167316343841	0.011503317824753	0.019020446980504
mtarjeta_visa_consumo	0.0362050167884687	0.0254412791310254	0.0237755587256301
mcaja_ahorro	0.0289949456805931	0.0133401588419571	0.0223490252020923
ctarjeta_visa_trx	0.0273587369344885	0.0159548596501277	0.019020446980504
mcuentas_saldo	0.02210023810821	0.0319448067894174	0.0271041369472183
Visa_Fvencimiento	0.0216583637763739	0.0128384802487195	0.0247265810746553
mprestamos_personales	0.0207425913228014	0.0249983775619199	0.00998573466476462
mrentabilidad_annual	0.0202935471321851	0.0256026208820064	0.0285306704707561
ctarjeta_visa_trx2	0.0201937867501251	0.0125838809760878	0.011887779362815
Master_fechaalta	0.0194764630186213	0.0236725560649096	0.0290061816452687
mcuenta_corriente	0.018357833395303	0.0147048109432635	0.0256776034236805
Visa_mpagominimo	0.0156923950877977	0.0169269061843327	0.0218735140275796
Master_mfinanciacion_limite	0.0136036924430143	0.0155281108030872	0.0247265810746553
cliente_edad	0.0131468685403856	0.0205476113369785	0.0233000475511175
chomebanking_trx	0.0130469440918964	0.0167934691880672	0.0209224916785544
numero_de_cliente	0.0129552069625836	0.0198113473344611	0.0266286257727057
mactivos_margen	0.0128984751455712	0.0234784367651871	0.0152163575844032
Visa_fechaalta	0.0127165298728099	0.0101464891712944	0.0185449358059914
mcomisiones_otras	0.0118391798864027	0.0100807486041426	0.0171184022824536
mcaja_ahorro_dolares	0.0114026599528274	0.0278472085356379	0.0309082263433191
ccomisiones_otras	0.011008376167051	0.0140361422045859	0.014265335235378
mrentabilidad	0.0104573981403205	0.0108976076081951	0.0175939134569662
Master_Fvencimiento	0.00968929497060017	0.0172889598387183	0.0194959581550166
cprestamos_personales	0.00932515649776524	0.00150741316364904	0.0019020446980504
mcomisiones	0.00923324621404062	0.00734527331982226	0.0137898240608654
ctarjeta_debito_trx	0.0083665247062778	0.0300013881561666	0.0242510699001427
Visa_msaldopesos	0.00802178634885334	0.0250879256901946	0.0204469805040418
cliente_antiguedad	0.00795269073401939	0.00854730224334501	0.019020446980504
Visa_mconsumospesos	0.00789456968958843	0.00930936339070523	0.0161673799334284
cproductos	0.00735038538950661	0.00600075310802062	0.00808368996671422
Visa_mconsumototal	0.00644611427658531	0.00710984486659327	0.0123632905373276
Master_mlimitecompra	0.00635639907078967	0.00587873092682616	0.00998573466476462
Visa_cconsumos	0.00630484513720741	0.00506360859330884	0.011887779362815
mpagomiscuentas	0.00615181573559735	0.0131005657516195	0.011887779362815
Visa_mfinanciacion_limite	0.00602069291121734	0.0118582899099661	0.011887779362815
mtransferencias_recibidas	0.00599307864228672	0.0062643898117869	0.0114122681883024
Visa_mpagospesos	0.00597670585783148	0.0127334538335392	0.0161673799334284
Visa_mlimitecompra	0.00562182833567782	0.0128625070012692	0.0137898240608654
ctransferencias_recibidas	0.0055135689491308	0.0154954175587406	0.00998573466476462
ccaja_ahorro	0.00438157698661129	0.0206936265489647	0.00665715644317642
mcomisiones_mantenimiento	0.00425472669097691	0.00654048670512105	0.00523062291963861
Master_msaldopesos	0.00399932127550232	0.00694346171279654	0.00665715644317642
Master_msaldototal	0.00398932734034593	0.00589161263836859	0.00570613409415121
mtarjeta_visa_debitos_automaticos	0.00390272881061379	0.00428434934938673	0.00855920114122682
mtransferencias_emitidas	0.00340193356509641	0.00429807410487828	0.00855920114122682
Visa_mpagado	0.0031291647731831	0.00862167558053566	0.00713266761768902
mextraccion_autoservicio	0.00308759773689099	0.00891286296055892	0.0161673799334284
thomebanking	0.00300659630122988	0.00323885682633509	0.00427960057061341
ccomisiones_mantenimiento	0.00296525257372606	0.00598422944661803	0.00618164526866381
cpagomiscuentas	0.00290332543587237	0.00723247403943109	0.00713266761768902
cextraccion_autoservicio	0.00268522088930037	0.0067950353951159	0.00951022349025202
ctarjeta_debito	0.00260502685493978	0.00579552248904882	0.00523062291963861
ccaja_seguridad	0.00259735585685115	0.00769955410899705	0.00285306704707561
mplazo_fijo_dolares	0.00256932190403069	0.0163587451452682	0.00427960057061341
Master_mpagospesos	0.00252281737298166	0.0106691426979858	0.00570613409415121
mcuenta_debitos_automaticos	0.00245036936441573	0.00963056313531687	0.00475511174512601
ccallcenter_trx	0.00234646700369508	0.0142682322037764	0.00523062291963861
mautoservicio	0.0019233091781869	0.00983221924794444	0.0137898240608654
Visa_mconsumosdolares	0.00182943765952973	0.00230891190694872	0.00380408939610081
ctransferencias_emitidas	0.00176969926468813	0.0055255629556642	0.00570613409415121
ccuenta_debitos_automaticos	0.0017473349625266	0.00312848551251736	0.00332857822158821
Master_mpagominimo	0.00168711571114295	0.00341564314246386	0.00475511174512601
mtarjeta_visa_descuentos	0.0016287975978466	0.0144160852515716	0.00713266761768902
catm_trx	0.00153412786244368	0.0054155457203051	0.00618164526866381
cseguro_accidentes_personales	0.00149542228640051	0.00590213382685351	0.00237755587256301
Master_fultimo_cierre	0.00147305810383778	0.00265976993769012	0.00332857822158821
matm	0.0014402027260617	0.0017272115820615	0.00285306704707561
Master_cconsumos	0.00133857284021794	0.00521466520811071	0.00285306704707561
Master_mconsumospesos	0.0013038902860285	0.0030162426411326	0.00285306704707561
Visa_mpagosdolares	0.0012090487647209	0.00704784741457558	0.00427960057061341
ctarjeta_visa_debitos_automaticos	0.00115087561369419	0.00350736632412723	0.00427960057061341
mtarjeta_master_consumo	0.00110621132866827	0.00342914870652863	0.0019020446980504
Master_msaldodolares	0.00100364873098776	0.000356152346741818	0.000475511174512601
tcallcenter	0.000689713681161692	0.00197968638394154	0.000951022349025202
cmobile_app_trx	0.000679003773872746	0.00045568211537397	0.0014265335235378
Master_mconsumototal	0.000613547923808173	0.00136114503847813	0.0019020446980504
Visa_fultimo_cierre	0.000374977496307086	0.000557117163331116	0.000951022349025202
ccajas_consultas	0.000302171456653895	0.00244133725047522	0.000475511174512601
ccajas_trx	0.000263155787071239	0.00123962868365314	0.000475511174512601
cplazo_fijo	0.000227517882339749	0.00180138258870437	0.000475511174512601
Master_madelantopesos	0.00017171974512855	0.000708409830438739	0.000951022349025202
mcheques_depositados	0.000133755968376956	0.00103790512750964	0.000475511174512601
ctarjeta_visa_descuentos	0.000106468000062738	0.00342887893246491	0.0019020446980504
matm_other	9.30736056466364e-05	0.000261545954772479	0.000475511174512601
Master_mpagosdolares	4.88472898485981e-05	0.000249557869816108	0.000475511174512601
ctarjeta_master_trx	4.62588988272769e-05	0.000822608563785439	0.000951022349025202
mttarjeta_master_debitos_automaticos	4.2839767792866e-05	0.000329478436191917	0.000951022349025202
Visa_delinquency	1.57777518024717e-05	0.000946468580788961	0.000475511174512601
ctarjeta_visa	4.85870527710889e-12	0.000850024353010558	0.000475511174512601
mforex_sell	3.66884853205456e-13	0.000413209561217712	0.000475511174512601
