Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado_rank	0.174334324778601	0.0291484445614499	0.010958904109589
mdescubierto_preacordado_tend6	0.166067121308183	0.0202629165268597	0.0105022831050228
ctrx_quarter_normalizado	0.0824109736913076	0.0152971116799313	0.00502283105022831
ctrx_quarter_rank	0.0452100726907632	0.0168483591163821	0.00776255707762557
mcuentas_saldo	0.0359065021066217	0.0118219801413917	0.00958904109589041
mcaja_ahorro_rank	0.0343088301852602	0.0151452273427187	0.0114155251141553
mtarjeta_visa_consumo_rank	0.0281120706729057	0.0282000212339015	0.0123287671232877
cpayroll_trx	0.0175708292310775	0.0236948690308486	0.010958904109589
mv_status07_rank	0.017342512269544	0.000215588632262784	0.00228310502283105
foto_mes	0.0166628269185206	0.0287018956584869	0.0415525114155251
mtarjeta_visa_consumo	0.0160518832457188	0.0090629516561122	0.00730593607305936
ccomisiones_mantenimiento_tend6	0.0152331786259095	0.00554809218207363	0.0136986301369863
mprestamos_personales_tend6	0.0134432596586792	0.0126371562179332	0.0150684931506849
mprestamos_personales	0.0126367945805325	0.0180888392567692	0.0187214611872146
tmobile_app_rank	0.0117159141663999	0.0251440255312941	0.0214611872146119
mprestamos_personales_min3	0.00979356091262926	0.0025251438470758	0.0045662100456621
mprestamos_personales_delta2	0.00972657809133545	0.020481075493946	0.0146118721461187
mcuentas_saldo_rank	0.00851888189433296	0.00722458371614196	0.0118721461187215
mes	0.00851417628097265	0.00329487277726267	0.0168949771689498
cprestamos_personales_tend6	0.00817646076612001	0.0019682101449567	0.00228310502283105
mpayroll_sobre_edad	0.00700480809187719	0.00958797780315262	0.00593607305936073
mpayroll	0.0069087522935049	0.0108429070821889	0.00593607305936073
ccaja_ahorro	0.00648362124500575	0.0125712068375949	0.0159817351598174
mpasivos_margen	0.00630407229691495	0.0103613794626057	0.00593607305936073
Visa_fechaalta_tend6	0.00622070609884525	0.00668464070435072	0.0155251141552511
mpayroll_sobre_edad_rank	0.00612772110736403	0.010776222292503	0.0045662100456621
mcaja_ahorro	0.00603360312655689	0.00321322794810885	0.00365296803652968
cpayroll_trx_min3	0.00578453186761537	0.00224264447744106	0.00319634703196347
cproductos_tend3	0.00571556319265461	0.00321647900430491	0.00502283105022831
mv_status01	0.00568732364986887	0.0129441716310827	0.0105022831050228
Visa_Finiciomora	0.00548981965984852	0.0218755785591983	0.0123287671232877
mcuenta_corriente_delta2	0.00501680518509906	0.00490346343378069	0.0091324200913242
mprestamos_personales_rank	0.00493594605935164	0.00318368780668333	0.00593607305936073
mv_status06_delta2	0.00480809992125655	0.00399750963626585	0.00319634703196347
tcallcenter_tend6	0.0046345024654472	0.00629579481076398	0.00821917808219178
mpayroll_sobre_edad_min3	0.0045251204980587	0.0175770447213563	0.00502283105022831
mv_msaldopesos_min3	0.00434723702027478	0.00354733693538271	0.0045662100456621
internet_rank	0.00419408348207119	0.0172932875282974	0.0155251141552511
cproductos	0.00411475189801918	0.00804186527971975	0.00867579908675799
ctarjeta_visa_trx_tend6	0.00405088786581633	0.00673286254585637	0.0105022831050228
cproductos_tend6	0.00387893633294968	0.0161973520232193	0.010958904109589
internet	0.00384086086723094	0.0341350150081361	0.0141552511415525
mcaja_ahorro_dolares_delta1	0.00379510081106808	0.018823730507745	0.0123287671232877
mcuentas_saldo_tend6	0.00372490020826523	0.00168330594358065	0.00502283105022831
mpasivos_margen_rank	0.00360903031058095	0.00499120741130055	0.00410958904109589
mcuenta_corriente_avg6	0.00343079086150255	0.00410297539598944	0.0105022831050228
mactivos_margen_min3	0.00311015401349949	0.00406228034682791	0.00593607305936073
mrentabilidad_avg6	0.00300260214549225	0.00269236096548039	0.00593607305936073
Visa_fechaalta_tend3	0.00292544710733384	0.013646802733457	0.00776255707762557
Visa_fechaalta_avg6	0.00290486789596814	0.00354218906994964	0.00730593607305936
mtransferencias_recibidas_rank	0.00288785433309731	0.0128127074958913	0.00639269406392694
mcomisiones_mantenimiento_tend6	0.00278713078269088	0.00818364097650687	0.0105022831050228
ccaja_ahorro_tend3	0.00270245136320723	0.0229229712907071	0.00684931506849315
ctarjeta_visa_trx_tend3	0.00254142291013405	0.00703244039441037	0.00776255707762557
ctrx_quarter_tend6	0.00247368548131492	0.00803457594831956	0.010958904109589
cproductos_delta2	0.00242431677879737	0.00166556401317561	0.00319634703196347
mcuentas_saldo_min3	0.00241985816929194	0.0189719147717039	0.00684931506849315
chomebanking_trx_delta2	0.00236128019143537	0.00505233273658391	0.00593607305936073
cproductos_rank	0.00226684203970506	0.00911008117727575	0.00958904109589041
mv_mpagominimo_avg6	0.00226596673315091	0.0109121794765851	0.0100456621004566
mcuenta_corriente	0.00224265134420836	0.00129798742437927	0.00639269406392694
mtarjeta_visa_debitos_automaticos_delta2	0.00224254343895318	0.0113507755966621	0.00958904109589041
ccallcenter_trx_delta2	0.00222187832381812	0.0107688710773417	0.00730593607305936
Visa_fechaalta_lag2	0.0021922721745461	0.006078918132775	0.00684931506849315
mv_mpagominimo_tend3	0.00214467029058346	0.00945270853622932	0.0100456621004566
mactivos_margen_rank	0.00213108523392956	0.00558203758379846	0.00639269406392694
cpayroll_trx_rank	0.00211253940819134	0.00686360710242978	0.00502283105022831
mdescubierto_preacordado_delta1	0.00210219943911306	0.00263613884889999	0.00319634703196347
mcuenta_corriente_tend6	0.00209092094923896	0.00687609179145182	0.00867579908675799
chomebanking_trx_avg6	0.00205282988367726	0.0034605471191103	0.0091324200913242
mtransferencias_emitidas_delta2	0.00203942224353	0.0112610714869868	0.0105022831050228
mactivos_margen_avg6	0.00201759737519213	0.00165596339525445	0.0045662100456621
mv_status01_tend6	0.00189816670237856	0.00270691084513605	0.00273972602739726
mv_msaldopesos_rank	0.00189657766813146	0.00166336498091905	0.0045662100456621
mv_mpagominimo_rank	0.00187470852097106	0.00576071327211584	0.00593607305936073
mactivos_margen	0.00186757341914158	0.011303490646517	0.00684931506849315
internet_avg6	0.00183493245676248	0.00533634753878812	0.00593607305936073
mpayroll_avg6	0.00178555548188918	0.00420773740782464	0.00547945205479452
mv_mpagominimo	0.00176034049499671	0.00789377024350949	0.00684931506849315
chomebanking_trx_delta1	0.00167047452089683	0.00545967755728181	0.00684931506849315
ctrx_quarter_delta1	0.00157664462353102	0.00465154039878137	0.00639269406392694
Visa_fechaalta	0.00155320650314108	0.00198773231286263	0.0045662100456621
cliente_edad_rank	0.00153206564352705	0.00495579119088057	0.00867579908675799
cliente_edad_lag2	0.00152926588073665	0.00608452940683805	0.00867579908675799
mrentabilidad_annual_tend6	0.00147336678274106	0.00358072538325721	0.00639269406392694
mcomisiones_mantenimiento_tend3	0.00143836957505789	0.00390997721485968	0.00684931506849315
mcomisiones_mantenimiento	0.00142312554169028	0.0069882309232786	0.00639269406392694
mpayroll_rank	0.00139744025123967	0.00463013869152526	0.00273972602739726
mcuenta_corriente_rank	0.00127653962615093	0.00144911620404295	0.00502283105022831
mtarjeta_visa_consumo_delta2	0.00127595219060123	0.00252315349261845	0.00273972602739726
mpayroll_sobre_edad_lag2	0.00126939164810962	0.00184555653036391	0.00319634703196347
mrentabilidad_annual_delta1	0.00124907657506045	0.00314815357536999	0.00547945205479452
mactivos_margen_tend6	0.0012168848437687	0.00355686991291377	0.00639269406392694
mcuentas_saldo_lag2	0.00120933368905445	0.000617968360496592	0.00410958904109589
